date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:03:19	17583/17583	---M-Z	200	added ('OK')	text/css	etag:%2244af-5afa60d708280-gzip%22	https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/entypo/css/entypo.css?ver=2.7.24	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/entypo/css/entypoda48.css	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:20	7354/7354	---M-Z	200	added ('OK')	text/css	etag:%221cba-5afa60d708280-gzip%22	https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/lnr/css/lnr.css?ver=2.7.24	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/lnr/css/lnrda48.css	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:20	22681/22681	---M-Z	200	added ('OK')	text/css	etag:%225899-5afa60d7072e1-gzip%22	https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/typcn/css/typcn.css?ver=2.7.24	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/typcn/css/typcnda48.css	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:20	36875/36875	---M-Z	200	added ('OK')	text/css	etag:%22900b-5afa60d7072e1-gzip%22	https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/unycon/unycon.css?ver=2.7.24	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/unycon/unyconda48.css	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:21	260/260	---M--	302	error ('Found')	text/html	date:Mon,%2008%20Jan%202024%2007:33:20%20GMT	http://fabeat.in/wp-content/uploads/2018/02/ltx-fitmeal-codes.css?ver=1.2.4	D:/Programming/PHP/test3/fabeat.in/wp-content/uploads/2018/02/ltx-fitmeal-codes.1a9030.delayed	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:21	288/288	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jan%202024%2007:33:20%20GMT	https://fabeat.in/wp-content/uploads/2018/02/ltx-fitmeal-codes.css?ver=1.2.4	D:/Programming/PHP/test3/fabeat.in/wp-content/uploads/2018/02/ltx-fitmeal-codes.1b9030.delayed	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:21	2209/2209	---M-Z	200	added ('OK')	text/css	etag:%228a1-5ab3578286d1d-gzip%22	https://www.fabeat.in/wp-content/uploads/2018/02/ltx-fitmeal-codes.css?ver=1.2.4	D:/Programming/PHP/test3/www.fabeat.in/wp-content/uploads/2018/02/ltx-fitmeal-codes9030.css	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:21	34399/34399	---M-Z	200	added ('OK')	text/css	etag:%22865f-5ab355d17f38d-gzip%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/v4-shims.min.css?ver=6.2.0	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/v4-shims.min10df.css	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:22	56425/56425	---M-Z	200	added ('OK')	text/css	etag:%22dc69-5ab355d17f38d-gzip%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/all.min.css?ver=6.2.0	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/all.min10df.css	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:22	2681/2681	---M-Z	200	added ('OK')	text/css	etag:%22a79-5aedc558eb21b-gzip%22	https://www.fabeat.in/wp-content/plugins/mailin/css/mailin-front.css?ver=5.5.13	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/mailin/css/mailin-front340b.css	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:22	96873/96873	---M-Z	200	added ('OK')	application/javascript	etag:%2217a69-5890dc7401880-gzip%22	https://www.fabeat.in/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	D:/Programming/PHP/test3/www.fabeat.in/wp-includes/js/jquery/jquery4a5f.js	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:22	210/210	---M-Z	200	added ('OK')	application/javascript	etag:%22d2-5ab354b4c4b47-gzip%22	https://www.fabeat.in/wp-content/plugins/amazon-polly/public/js/amazonpolly-public.js?ver=1.0.0	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/amazon-polly/public/js/amazonpolly-public8a54.js	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:22	9566/9566	---M-Z	200	added ('OK')	application/javascript	etag:%22255e-5d9e837dbfdb5-gzip%22	https://www.fabeat.in/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.70	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min44fd.js	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:23	3038/3038	---M-Z	200	added ('OK')	application/javascript	etag:%22bde-5d9e837dbbf35-gzip%22	https://www.fabeat.in/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=4.5.5	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min2cb6.js	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:23	992/992	---M-Z	200	added ('OK')	application/javascript	etag:%223e0-5ab355d16caad-gzip%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart.js?ver=6.2.0	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart10df.js	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:23	15395/15395	---M-Z	200	added ('OK')	application/javascript	etag:%223c23-5ab35485cb5d9-gzip%22	https://www.fabeat.in/wp-content/themes/fitmeal/assets/js/modernizr-2.6.2.min.js?ver=2.6.2	D:/Programming/PHP/test3/www.fabeat.in/wp-content/themes/fitmeal/assets/js/modernizr-2.6.2.min61da.js	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:23	12941/12941	---M-Z	200	added ('OK')	application/javascript	etag:%22328d-5aedc558e739c-gzip%22	https://www.fabeat.in/wp-content/plugins/mailin/js/mailin-front.js?ver=1599636234	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/mailin/js/mailin-frontcd5e.js	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:24	63687/63687	---MC-	200	added ('OK')	application/json	date:Mon,%2008%20Jan%202024%2007:33:23%20GMT	https://www.fabeat.in/wp-json/wp/v2/pages/7925	D:/Programming/PHP/test3/www.fabeat.in/wp-json/wp/v2/pages/7925.json	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:25	819822/819822	---MC-	200	added ('OK')	application/json	date:Mon,%2008%20Jan%202024%2007:33:23%20GMT	https://www.fabeat.in/wp-json/	D:/Programming/PHP/test3/www.fabeat.in/wp-json/index.html	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:25	792/792	---M-Z	200	added ('OK')	text/xml	date:Mon,%2008%20Jan%202024%2007:33:24%20GMT	https://www.fabeat.in/xmlrpc.php?rsd	D:/Programming/PHP/test3/www.fabeat.in/xmlrpc0db0.php	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:25	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	https://www.fabeat.in/wp-includes/wlwmanifest.xml	D:/Programming/PHP/test3/www.fabeat.in/wp-includes/wlwmanifest.xml	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:25	2293/2293	---MC-	200	added ('OK')	application/json	date:Mon,%2008%20Jan%202024%2007:33:24%20GMT	https://www.fabeat.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fabeat.in%2F	D:/Programming/PHP/test3/www.fabeat.in/wp-json/oembed/1.0/embed2c63.json	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:25	2383/2383	---M-Z	200	added ('OK')	text/xml	date:Mon,%2008%20Jan%202024%2007:33:25%20GMT	https://www.fabeat.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fabeat.in%2F&format=xml	D:/Programming/PHP/test3/www.fabeat.in/wp-json/oembed/1.0/embedb863	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:26	727/727	---MC-	200	added ('OK')	application/json	date:Mon,%2008%20Jan%202024%2007:33:25%20GMT	https://www.fabeat.in/wp-json/app/v1/pwp-manifest	D:/Programming/PHP/test3/www.fabeat.in/wp-json/app/v1/pwp-manifest.json	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:26	1425/1425	---M--	200	added ('OK')	image/png	etag:%22591-5ab36379baae0%22	https://www.fabeat.in/wp-content/uploads/2018/02/cropped-Screenshot-2020-07-25-at-2.08.32-AM-32x32.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/uploads/2018/02/cropped-Screenshot-2020-07-25-at-2.08.32-AM-32x32.png	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:26	13030/13030	---M--	200	added ('OK')	image/png	etag:%2232e6-5ab36379a4382%22	https://www.fabeat.in/wp-content/uploads/2018/02/cropped-Screenshot-2020-07-25-at-2.08.32-AM-192x192.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/uploads/2018/02/cropped-Screenshot-2020-07-25-at-2.08.32-AM-192x192.png	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:26	11803/11803	---M--	200	added ('OK')	image/png	etag:%222e1b-5ab36379b7c00%22	https://www.fabeat.in/wp-content/uploads/2018/02/cropped-Screenshot-2020-07-25-at-2.08.32-AM-180x180.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/uploads/2018/02/cropped-Screenshot-2020-07-25-at-2.08.32-AM-180x180.png	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:27	284/284	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jan%202024%2007:33:26%20GMT	https://fabeat.in/wp-content/uploads/2019/10/veg_pattern_01.png?id=10839	D:/Programming/PHP/test3/fabeat.in/wp-content/uploads/2019/10/veg_pattern_01.303911.delayed	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:27	27254/27254	---MC-	200	added ('OK')	application/json	date:Mon,%2008%20Jan%202024%2007:33:26%20GMT	https://www.fabeat.in/wp-json/tribe/events/v1/	D:/Programming/PHP/test3/www.fabeat.in/wp-json/tribe/events/v1/index.html	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:28	242/242	---M--	302	error ('Found')	text/html	date:Mon,%2008%20Jan%202024%2007:33:27%20GMT	http://fabeat.in/wp-content/uploads/2018/02/logo-2-15.png	D:/Programming/PHP/test3/fabeat.in/wp-content/uploads/2018/02/logo-2-15.32.delayed	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:28	107241/107241	---M--	200	added ('OK')	image/png	etag:%221a2e9-5ab35782c83f3%22	https://www.fabeat.in/wp-content/uploads/2019/10/veg_pattern_01.png?id=10839	D:/Programming/PHP/test3/www.fabeat.in/wp-content/uploads/2019/10/veg_pattern_013911.png	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:29	43644/43644	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Jan%202024%2007:33:27%20GMT	https://www.fabeat.in/my-account/	D:/Programming/PHP/test3/www.fabeat.in/my-account/index.html	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:29	270/270	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jan%202024%2007:33:28%20GMT	https://fabeat.in/wp-content/uploads/2018/02/logo-2-15.png	D:/Programming/PHP/test3/fabeat.in/wp-content/uploads/2018/02/logo-2-15.png	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:29	90330/90330	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Jan%202024%2007:33:27%20GMT	https://www.fabeat.in/cart/	D:/Programming/PHP/test3/www.fabeat.in/cart/index.html	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:29	38503/38503	---M--	200	added ('OK')	image/png	etag:%229667-5ae80e92125c1%22	https://www.fabeat.in/wp-content/uploads/2018/02/logo-2-15.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/uploads/2018/02/logo-2-15.png	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:30	242/242	---M--	302	error ('Found')	text/html	date:Mon,%2008%20Jan%202024%2007:33:29%20GMT	http://fabeat.in/wp-content/uploads/2018/02/logo-2-20.png	D:/Programming/PHP/test3/fabeat.in/wp-content/uploads/2018/02/logo-2-20.35.delayed	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:30	270/270	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jan%202024%2007:33:30%20GMT	https://fabeat.in/wp-content/uploads/2018/02/logo-2-20.png	D:/Programming/PHP/test3/fabeat.in/wp-content/uploads/2018/02/logo-2-20.36.delayed	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:31	29778/29778	---M--	200	added ('OK')	image/png	etag:%227452-5ae80f10c02e8%22	https://www.fabeat.in/wp-content/uploads/2018/02/logo-2-20.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/uploads/2018/02/logo-2-20.png	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:31	248/248	---M--	302	error ('Found')	text/html	date:Mon,%2008%20Jan%202024%2007:33:31%20GMT	http://www.fabeat.in/wp-content/uploads/2019/06/meal_shadow.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/uploads/2019/06/meal_shadow.38.delayed	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:32	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2008%20Jan%202024%2007:33:31%20GMT	https://www.fabeat.in/testimonials/	D:/Programming/PHP/test3/www.fabeat.in/testimonials/index.html	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:32	27324/27324	---M--	200	added ('OK')	image/png	etag:%226abc-5ab35782b5b16%22	https://www.fabeat.in/wp-content/uploads/2019/06/meal_shadow.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/uploads/2019/06/meal_shadow.png	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:32	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2008%20Jan%202024%2007:33:31%20GMT	https://www.fabeat.in/shop/	D:/Programming/PHP/test3/www.fabeat.in/shop/index.html	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:32	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2008%20Jan%202024%2007:33:31%20GMT	https://www.fabeat.in/faq/	D:/Programming/PHP/test3/www.fabeat.in/faq/index.html	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:32	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2008%20Jan%202024%2007:33:32%20GMT	https://www.fabeat.in/team/	D:/Programming/PHP/test3/www.fabeat.in/team/index.html	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:32	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2008%20Jan%202024%2007:33:32%20GMT	https://www.fabeat.in/checkout/	D:/Programming/PHP/test3/www.fabeat.in/checkout/index.html	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:33	645956/645956	---M--	200	added ('OK')	image/png	etag:%229db44-5ab35782b3bd7%22	https://www.fabeat.in/wp-content/uploads/2019/06/02_muscle.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/uploads/2019/06/02_muscle.png	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:33	634963/634963	---M--	200	added ('OK')	image/png	etag:%229b053-5ab35782b3bd7%22	https://www.fabeat.in/wp-content/uploads/2019/06/03_balanced.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/uploads/2019/06/03_balanced.png	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:34	48922/48922	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Jan%202024%2007:33:32%20GMT	https://www.fabeat.in/blog-three-columns/?v=e3abbc9dff4a	D:/Programming/PHP/test3/www.fabeat.in/blog-three-columns/indexaacc.html	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:34	755845/755845	---M--	200	added ('OK')	image/png	etag:%22b8885-5ab35782b2c37%22	https://www.fabeat.in/wp-content/uploads/2019/06/01_slimming.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/uploads/2019/06/01_slimming.png	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:34	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2008%20Jan%202024%2007:33:33%20GMT	https://www.fabeat.in/contacts/	D:/Programming/PHP/test3/www.fabeat.in/contacts/index.html	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:34	52109/52109	---M--	200	added ('OK')	image/jpeg	etag:%22cb8d-5ab35782be7b5%22	https://www.fabeat.in/wp-content/uploads/2019/10/health-bottle-cut.jpg	D:/Programming/PHP/test3/www.fabeat.in/wp-content/uploads/2019/10/health-bottle-cut.jpg	(from https://www.fabeat.in/?v=e3abbc9dff4a)
13:03:35	527760/527760	---M--	200	added ('OK')	image/jpeg	etag:%2280d90-5ab35782c7454%22	https://www.fabeat.in/wp-content/uploads/2019/10/plate_rounded.jpg	D:/Programming/PHP/test3/www.fabeat.in/wp-content/uploads/2019/10/plate_rounded.jpg	(from https://www.fabeat.in/?v=e3abbc9dff4a)
